dir	ckpt	steps	hz	mode	blur_enabled	wrist_hz	front_hz	fwd_p50_ms	fwd_p95_ms	wait_p95_ms	camdt_p95_ms	overlap_blended_total	stale_p50	append_p50	dee_p95	dee_max	dvx_p95	dgrip_p95	arm_reached_ratio	arm_pos_p95_mm	arm_deg_p95
9054RUN_DIR	unknown_9054	329	19.783606700898407	opencv_k	False	9.831487476361097	11.882227195356664	0.0	221.90449119998448	63.540113799990664	101.7965316772461	0	4.0	6.0	0.015489342071773868	0.0727223055233262	0.007211154233664259	0.03964853435754767	0.15853658536585366	91.28329260541295	8.860278883038664
door_act_real_080000_noblur_20260626_213452	080000	206	24.641099597111097	opencv_k	False	9.135236923807042	9.135236923807042	0.0	167.12861950006186	13.665475999943055	236.41562461853027	0	4.0	6.0	0.03657872290726477	0.14436655697113068	0.025342002511024492	0.09335939884185793	0.24878048780487805	219.98719199587137	21.59206972371322
door_act_real_080000_realsense_20260626_213920	080000	244	22.899265963238175	realsense	False	15.831591283226391	16.773947907227964	0.0	185.34957904998916	39.444188800018765	76.81102752685545	2	4.0	6.0	0.049701115236984124	0.1720313273956088	0.03685519695281983	0.0697755634784699	0.18930041152263374	234.89425811263405	35.19519872853635
door_act_real_080000_realsense_20260626_215342	080000	501	23.900345268287744	realsense	False	17.3516506647769	15.917629948679638	0.0	173.42997600007948	31.91524399994705	63.645362854003906	1	4.0	6.0	0.07874186786154513	0.3717187968086498	0.02878980012610557	0.06301339864730836	0.104	236.44792520201898	34.452378021439124
door_act_real_new100000_20260626_212707	100000	235	23.86115247074644	opencv_k	False	9.585249283120364	10.706927390719557	0.0	180.03209780001725	31.240348200003623	120.28312683105469	0	4.0	6.0	0.026439323664269564	0.06673795507203945	0.00791365131735801	0.04206524938344953	0.1623931623931624	102.59960626612934	12.239847717288828
door_act_real_new100000_blur_20260626_213127	100000	226	24.24483637058408	opencv_k	True	10.236708689802166	9.913444204861046	0.0	168.53186975001222	21.600524250004582	118.9424991607666	0	4.0	6.0	0.028372816876601634	0.062434206793334106	0.010082200169563295	0.04726603031158451	0.25333333333333335	61.35735471798937	11.90051020898619
